Nitrogen,Phosphorus,Potassium,Temperature,Humidity,pH_Value,Rainfall,Crop
27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,KidneyBeans
14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,KidneyBeans
7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,KidneyBeans
27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,KidneyBeans
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,KidneyBeans
37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,KidneyBeans
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,KidneyBeans
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,KidneyBeans
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,PigeonPeas
40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,PigeonPeas
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,PigeonPeas
27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,PigeonPeas
10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,PigeonPeas
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,PigeonPeas
40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,PigeonPeas
38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,PigeonPeas
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,PigeonPeas
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,PigeonPeas
33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,PigeonPeas
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,PigeonPeas
31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,PigeonPeas
16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,PigeonPeas
27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,PigeonPeas
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,PigeonPeas
18,58,16,21.47607807,38.80023714,4.962661422,180.382234,PigeonPeas
3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,PigeonPeas
26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,PigeonPeas
16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,PigeonPeas
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,PigeonPeas
9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,PigeonPeas
16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,PigeonPeas
28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,PigeonPeas
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,PigeonPeas
24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,PigeonPeas
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,PigeonPeas
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,PigeonPeas
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,PigeonPeas
1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,PigeonPeas
6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,PigeonPeas
26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,PigeonPeas
27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,PigeonPeas
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,PigeonPeas
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,PigeonPeas
17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,PigeonPeas
26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,PigeonPeas
17,64,16,30.97758716,32.24914235,7.161797643,180.716828,PigeonPeas
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,PigeonPeas
39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,PigeonPeas
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,PigeonPeas
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,PigeonPeas
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,PigeonPeas
1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,PigeonPeas
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,PigeonPeas
23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,PigeonPeas
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,PigeonPeas
28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,PigeonPeas
5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,PigeonPeas
36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,PigeonPeas
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,PigeonPeas
24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,PigeonPeas
17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,PigeonPeas
5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,PigeonPeas
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,PigeonPeas
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,PigeonPeas
13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,PigeonPeas
6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,PigeonPeas
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,PigeonPeas
25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,PigeonPeas
34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,PigeonPeas
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,PigeonPeas
35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,PigeonPeas
14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,PigeonPeas
36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,PigeonPeas
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,PigeonPeas
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,PigeonPeas
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,PigeonPeas
20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,PigeonPeas
19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,PigeonPeas
3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,PigeonPeas
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,PigeonPeas
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,PigeonPeas
37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,PigeonPeas
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,PigeonPeas
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,PigeonPeas
31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,PigeonPeas
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,PigeonPeas
21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,PigeonPeas
13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,PigeonPeas
27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,PigeonPeas
29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,PigeonPeas
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,PigeonPeas
39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,PigeonPeas
22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,PigeonPeas
18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,PigeonPeas
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,PigeonPeas
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,PigeonPeas
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,PigeonPeas
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,PigeonPeas
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,PigeonPeas
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,PigeonPeas
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,PigeonPeas
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,PigeonPeas
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,PigeonPeas
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,PigeonPeas
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,PigeonPeas
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,PigeonPeas
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,PigeonPeas
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,PigeonPeas
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,MothBeans
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,MothBeans
36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,MothBeans
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,MothBeans
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,MothBeans
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,MothBeans
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,MothBeans
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,MothBeans
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,MothBeans
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,MothBeans
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,MothBeans
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,MothBeans
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,MothBeans
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,MothBeans
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,MothBeans
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,MothBeans
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,MothBeans
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,MothBeans
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,MothBeans
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,MothBeans
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,MothBeans
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,MothBeans
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,MothBeans
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,MothBeans
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,MothBeans
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,MothBeans
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,MothBeans
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,MothBeans
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,MothBeans
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,MothBeans
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,MothBeans
17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,MothBeans
8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,MothBeans
7,56,23,26.33908791,40.00933429,5.545219232,55.50429227,MothBeans
36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,MothBeans
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,MothBeans
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,MothBeans
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,MothBeans
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,MothBeans
9,49,16,30.88482722,41.36561835,7.661537348,55.053805,MothBeans
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,MothBeans
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,MothBeans
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,MothBeans
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,MothBeans
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,MothBeans
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,MothBeans
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,MothBeans
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,MothBeans
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,MothBeans
9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,MothBeans
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,MothBeans
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,MothBeans
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,MothBeans
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,MothBeans
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,MothBeans
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,MothBeans
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,MothBeans
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,MothBeans
21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,MothBeans
35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,MothBeans
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,MothBeans
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,MothBeans
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,MothBeans
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,MothBeans
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,MothBeans
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,MothBeans
38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,MothBeans
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,MothBeans
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,MothBeans
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,MothBeans
23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,MothBeans
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,MothBeans
3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,MothBeans
26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,MothBeans
39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,MothBeans
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,MothBeans
24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,MothBeans
7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,MothBeans
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,MothBeans
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,MothBeans
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,MothBeans
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,MothBeans
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,MothBeans
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,MothBeans
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,MothBeans
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,MothBeans
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,MothBeans
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,MothBeans
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,MothBeans
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,MothBeans
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,MothBeans
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,MothBeans
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,MothBeans
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,MothBeans
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,MothBeans
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,MothBeans
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,MothBeans
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,MothBeans
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,MothBeans
16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,MothBeans
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,MungBean
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,MungBean
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,MungBean
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,MungBean
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,MungBean
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,MungBean
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,MungBean
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,MungBean
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,MungBean
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,MungBean
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,MungBean
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,MungBean
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,MungBean
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,MungBean
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,MungBean
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,MungBean
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,MungBean
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,MungBean
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,MungBean
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,MungBean
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,MungBean
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,MungBean
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,MungBean
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,MungBean
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,MungBean
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,MungBean
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,MungBean
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,MungBean
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,MungBean
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,MungBean
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,MungBean
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,MungBean
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,MungBean
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,MungBean
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,MungBean
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,MungBean
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,MungBean
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,MungBean
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,MungBean
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,MungBean
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,MungBean
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,MungBean
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,MungBean
2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,MungBean
20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,MungBean
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,MungBean
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,MungBean
35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,MungBean
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,MungBean
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,MungBean
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,MungBean
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,MungBean
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,MungBean
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,MungBean
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,MungBean
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,MungBean
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,MungBean
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,MungBean
37,49,25,29.9145443,85.85384444,6.415459592,41.39081525,MungBean
36,38,15,28.36363858,87.59810657,6.320662012,57.99524359,MungBean
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,MungBean
30,44,16,29.73013036,82.89166381,6.442335593,50.91511275,MungBean
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,MungBean
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,MungBean
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,MungBean
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,MungBean
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,MungBean
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,MungBean
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,MungBean
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,MungBean
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,MungBean
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,MungBean
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,MungBean
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,MungBean
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,MungBean
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,MungBean
22,37,20,27.62749466,86.49366929,6.605733068,39.26137642,MungBean
40,51,17,28.66086349,86.12194568,6.860602782,50.01534317,MungBean
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,MungBean
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,MungBean
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,MungBean
6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,MungBean
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,MungBean
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,MungBean
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,MungBean
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,MungBean
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,MungBean
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,MungBean
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,MungBean
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,MungBean
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,MungBean
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,MungBean
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,MungBean
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,MungBean
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,MungBean
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,MungBean
4,44,19,27.95639663,83.52706038,6.921993878,43.25726752,MungBean
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,MungBean
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,MungBean
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,MungBean
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,Blackgram
25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,Blackgram
42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,Blackgram
42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,Blackgram
44,58,18,28.03644051,65.06601664,6.814410928,72.49507741,Blackgram
50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,Blackgram
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,Blackgram
30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,Blackgram
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,Blackgram
50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,Blackgram
39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,Blackgram
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,Blackgram
52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,Blackgram
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,Blackgram
51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,Blackgram
36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,Blackgram
59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,Blackgram
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,Blackgram
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,Blackgram
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,Blackgram
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,Blackgram
25,71,24,28.49538735,60.44848407,7.187721818,74.91559514,Blackgram
52,71,16,27.74274761,68.53997144,7.075886472,71.78615328,Blackgram
40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,Blackgram
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,Blackgram
48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,Blackgram
49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,Blackgram
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,Blackgram
32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,Blackgram
21,63,22,25.09737391,67.72837887,6.859409487,74.61649888,Blackgram
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,Blackgram
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,Blackgram
41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,Blackgram
53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,Blackgram
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,Blackgram
25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,Blackgram
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,Blackgram
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,Blackgram
56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,Blackgram
49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,Blackgram
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,Blackgram
49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,Blackgram
28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,Blackgram
55,78,21,33.39438752,62.93692886,6.602888249,63.57445989,Blackgram
50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,Blackgram
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,Blackgram
20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,Blackgram
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,Blackgram
23,70,15,34.6008247,63.11296779,7.403623355,60.41790253,Blackgram
53,74,15,29.43463808,64.94329356,7.517097,72.17818157,Blackgram
26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,Blackgram
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,Blackgram
37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,Blackgram
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,Blackgram
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,Blackgram
20,68,17,30.11873003,60.11680815,6.578714843,71.72980375,Blackgram
43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,Blackgram
44,76,22,27.26458947,68.01232937,7.775306272,68.91754359,Blackgram
34,60,16,31.35730791,64.24992106,7.322555223,63.85668948,Blackgram
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,Blackgram
25,68,19,29.39982732,64.25510719,7.108450121,67.47677295,Blackgram
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,Blackgram
28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,Blackgram
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,Blackgram
52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,Blackgram
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,Blackgram
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,Blackgram
52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,Blackgram
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,Blackgram
42,58,25,27.45853567,62.90020977,6.513620918,69.46020927,Blackgram
37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,Blackgram
44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,Blackgram
21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,Blackgram
56,76,16,28.27265858,61.18956161,7.513151076,63.29900785,Blackgram
29,76,15,28.5417236,64.2020154,7.025607706,69.68862306,Blackgram
43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,Blackgram
